Fish_model/yolo/images/fisk46_full.png;Fish_model/yolo/labels/fisk46_full.txt
Fish_model/yolo/images/fisk47_full.png;Fish_model/yolo/labels/fisk47_full.txt
Fish_model/yolo/images/fisk48_full.png;Fish_model/yolo/labels/fisk48_full.txt
Fish_model/yolo/images/fisk49_full.png;Fish_model/yolo/labels/fisk49_full.txt
Fish_model/yolo/images/fisk50_full.png;Fish_model/yolo/labels/fisk50_full.txt
Fish_model/yolo/images/fisk51_full.png;Fish_model/yolo/labels/fisk51_full.txt
Fish_model/yolo/images/fisk52_full.png;Fish_model/yolo/labels/fisk52_full.txt
Fish_model/yolo/images/fisk53_full.png;Fish_model/yolo/labels/fisk53_full.txt
Fish_model/yolo/images/fisk54_full.png;Fish_model/yolo/labels/fisk54_full.txt
Fish_model/yolo/images/fisk55_full.png;Fish_model/yolo/labels/fisk55_full.txt
Fish_model/yolo/images/fisk56_full.png;Fish_model/yolo/labels/fisk56_full.txt
Fish_model/yolo/images/fisk57_full.png;Fish_model/yolo/labels/fisk57_full.txt
Fish_model/yolo/images/fisk58_full.png;Fish_model/yolo/labels/fisk58_full.txt
Fish_model/yolo/images/fisk59_full.png;Fish_model/yolo/labels/fisk59_full.txt
Fish_model/yolo/images/fisk60_full.png;Fish_model/yolo/labels/fisk60_full.txt
Fish_model/yolo/images/fisk61_full.png;Fish_model/yolo/labels/fisk61_full.txt
Fish_model/yolo/images/fisk62_full.png;Fish_model/yolo/labels/fisk62_full.txt
Fish_model/yolo/images/fisk63_full.png;Fish_model/yolo/labels/fisk63_full.txt
Fish_model/yolo/images/fisk64_full.png;Fish_model/yolo/labels/fisk64_full.txt
Fish_model/yolo/images/fisk65_full.png;Fish_model/yolo/labels/fisk65_full.txt
Fish_model/yolo/images/fisk66_full.png;Fish_model/yolo/labels/fisk66_full.txt
Fish_model/yolo/images/fisk67_full.png;Fish_model/yolo/labels/fisk67_full.txt
Fish_model/yolo/images/fisk68_full.png;Fish_model/yolo/labels/fisk68_full.txt
Fish_model/yolo/images/fisk69_full.png;Fish_model/yolo/labels/fisk69_full.txt
Fish_model/yolo/images/fisk70_full.png;Fish_model/yolo/labels/fisk70_full.txt
Fish_model/yolo/images/fisk71_full.png;Fish_model/yolo/labels/fisk71_full.txt
Fish_model/yolo/images/fisk72_full.png;Fish_model/yolo/labels/fisk72_full.txt
Fish_model/yolo/images/fisk73_full.png;Fish_model/yolo/labels/fisk73_full.txt
Fish_model/yolo/images/fisk74_full.png;Fish_model/yolo/labels/fisk74_full.txt
Fish_model/yolo/images/fisk75_full.png;Fish_model/yolo/labels/fisk75_full.txt
Fish_model/yolo/images/fisk76_full.png;Fish_model/yolo/labels/fisk76_full.txt
Fish_model/yolo/images/fisk77_full.png;Fish_model/yolo/labels/fisk77_full.txt
Fish_model/yolo/images/fisk78_full.png;Fish_model/yolo/labels/fisk78_full.txt
Fish_model/yolo/images/fisk79_full.png;Fish_model/yolo/labels/fisk79_full.txt
Fish_model/yolo/images/fisk80_full.png;Fish_model/yolo/labels/fisk80_full.txt
Fish_model/yolo/images/fisk81_full.png;Fish_model/yolo/labels/fisk81_full.txt
Fish_model/yolo/images/fisk82_full.png;Fish_model/yolo/labels/fisk82_full.txt
Fish_model/yolo/images/fisk83_full.png;Fish_model/yolo/labels/fisk83_full.txt
Fish_model/yolo/images/fisk84_full.png;Fish_model/yolo/labels/fisk84_full.txt
Fish_model/yolo/images/fisk85_full.png;Fish_model/yolo/labels/fisk85_full.txt
Fish_model/yolo/images/fisk86_full.png;Fish_model/yolo/labels/fisk86_full.txt
Fish_model/yolo/images/fisk87_full.png;Fish_model/yolo/labels/fisk87_full.txt
Fish_model/yolo/images/fisk88_full.png;Fish_model/yolo/labels/fisk88_full.txt
Fish_model/yolo/images/fisk89_full.png;Fish_model/yolo/labels/fisk89_full.txt
Fish_model/yolo/images/fisk90_full.png;Fish_model/yolo/labels/fisk90_full.txt
Fish_model/yolo/images/fisk91_full.png;Fish_model/yolo/labels/fisk91_full.txt
Fish_model/yolo/images/fisk92_full.png;Fish_model/yolo/labels/fisk92_full.txt
Fish_model/yolo/images/fisk93_full.png;Fish_model/yolo/labels/fisk93_full.txt
Fish_model/yolo/images/fisk94_full.png;Fish_model/yolo/labels/fisk94_full.txt
Fish_model/yolo/images/fisk95_full.png;Fish_model/yolo/labels/fisk95_full.txt
Fish_model/yolo/images/fisk96_full.png;Fish_model/yolo/labels/fisk96_full.txt
Fish_model/yolo/images/fisk97_full.png;Fish_model/yolo/labels/fisk97_full.txt
Fish_model/yolo/images/fisk98_full.png;Fish_model/yolo/labels/fisk98_full.txt
Fish_model/yolo/images/fisk99_full.png;Fish_model/yolo/labels/fisk99_full.txt
Fish_model/yolo/images/fisk100_full.png;Fish_model/yolo/labels/fisk100_full.txt
